mechanism,epsilon,test_mse_mean,test_mse_std,rel_fro_mean,rel_fro_std,runtime_mean,n_seeds
Mech_Improved_Sheffet_RP,0.1,1.1160113782124366,0.7453337049952209,45.620597946172246,4.899670014473117,0.003827303647994995,8
Mech_Improved_Sheffet_RP,0.25,0.9594545622613788,0.7137675252412733,32.21468678599608,3.4433947004268024,0.0037922561168670654,8
Mech_Improved_Sheffet_RP,0.5,0.719882545798096,0.5169536462606787,27.527735724271203,2.983507490248868,0.003946959972381592,8
Mech_Improved_Sheffet_RP,1.0,0.4455235250500303,0.2565037476022692,25.070684410380746,2.7375657085610148,0.003796011209487915,8
Mech_Modified_GaussMix,0.1,1.4498803887850928,1.0341044274758264,92362721.41916873,8488363.732805755,0.0037542879581451416,8
Mech_Modified_GaussMix,0.25,1.4489842391779042,1.0319183846416078,14778958.787578478,1359046.5665853166,0.003756791353225708,8
Mech_Modified_GaussMix,0.5,1.4474905601937482,1.028277599680928,3695132.3532998725,340140.5617856992,0.0037659406661987305,8
Mech_Modified_GaussMix,1.0,1.4445028445326733,1.0210058470757568,923986.8427724503,85225.00879976437,0.003757566213607788,8
Mech_RP,0.1,0.9020845479181883,0.6673726129952404,1.1110403285724202,0.20900899667561723,0.003787100315093994,8
Mech_RP,0.25,0.5823447541182879,0.41798903259793024,0.9007616719319365,0.1674500055071016,0.0038331449031829834,8
Mech_RP,0.5,0.39601184182134674,0.28363271792743266,0.8236284527178988,0.14830751929611316,0.0038306117057800293,8
Mech_RP,1.0,0.28761917158977657,0.20141472174783312,0.7822116878378923,0.1348923842622971,0.003835052251815796,8
Mech_RP_Pois,0.1,0.6685333417998508,0.3915454911366303,0.7601663109633532,0.02580160313214603,0.0015288889408111572,8
Mech_RP_Pois,0.25,0.4626578909537854,0.23698080486059067,0.7423299383018126,0.0244038552960215,0.0015097558498382568,8
Mech_RP_Pois,0.5,0.35471220451037994,0.1971199663900247,0.7375547556304666,0.024185103922525496,0.00152549147605896,8
Mech_RP_Pois,1.0,0.2930806516808401,0.18291412255135686,0.735516673464812,0.024328599110101278,0.0015628337860107422,8
Mech_Sheffet_RP,0.1,1.0941624615580567,0.4341881458189306,124.9106411540609,14.660775354236522,0.003792107105255127,8
Mech_Sheffet_RP,0.25,1.126447182779402,0.6443717995310213,62.48382880650418,6.901841442525031,0.0037647783756256104,8
Mech_Sheffet_RP,0.5,1.101133341806273,0.7557587908170706,42.06839704071804,4.496353125094782,0.0037775039672851562,8
Mech_Sheffet_RP,1.0,0.9554683366277895,0.7116212666795193,32.08087400321039,3.4299398546785898,0.0038388967514038086,8
